"","model","parameter.set.j.","measure","tr.stats.chisq.statistic","tr.stats.chisq.p.value","tr.MAD","tr.stats.mantissa.arc.test.statistic","tr.stats.mantissa.arc.test.p.value","tr.distortion.factor"
"X-squared7328","small.world",0.00455555555555556,"betweenness",175.399365782596,9.51247262306033e-34,0.0121866685937861,0.0114162894922065,2.62835908032422e-50,-6.63231137836636
"X-squared7329","small.world",0.00455555555555556,"betweenness",116.544188054836,1.71208586557678e-21,0.00963555362843609,0.00640222392834525,1.56853697269763e-28,-4.61003660931319
"X-squared7330","small.world",0.00455555555555556,"betweenness",123.536442898642,6.1631759115908e-23,0.00976222125866249,0.00810154145447853,6.53811438133818e-36,-5.38541228092227
"X-squared7331","small.world",0.00455555555555556,"betweenness",163.428138386109,3.06767603269854e-31,0.012124442517325,0.0102433545252083,3.26344678435374e-45,-4.61900195352461
"X-squared7332","small.world",0.00455555555555556,"betweenness",129.404079354613,3.75968345997469e-24,0.0103911091839916,0.00890161332327391,2.19171730490564e-39,-4.21354488451712
"X-squared7333","small.world",0.00455555555555556,"betweenness",180.810017408161,6.95855986592928e-35,0.0112066657031069,0.0104399038314789,4.57165810492668e-46,-6.11869501719375
"X-squared7334","small.world",0.00455555555555556,"betweenness",134.90319068827,2.71909572065279e-25,0.0109688869617694,0.00801404554646059,1.56834792802332e-35,-2.92279939088104
"X-squared7335","small.world",0.00455555555555556,"betweenness",129.01184559786,4.53347000618007e-24,0.00940666570310694,0.00773553130861029,2.54105684625302e-34,-5.39786551075111
"X-squared7336","small.world",0.00455555555555556,"betweenness",206.532415575013,2.68198206634877e-40,0.0126288879253292,0.0118338289178747,4.03955952249596e-52,-6.54606814164298
"X-squared7337","small.world",0.00455555555555556,"betweenness",168.30541930423,2.9212436402435e-32,0.012324442517325,0.0107527185066576,2.00233560987546e-47,-4.45144478117421
"X-squared7338","small.world",0.00455555555555556,"betweenness",146.878587070202,8.77430462503079e-28,0.010917776814218,0.00831930038439669,7.40862303506354e-37,-6.04075065446216
"X-squared7339","small.world",0.00455555555555556,"betweenness",153.637217653343,3.41521582464194e-29,0.0109844434808847,0.00917985702846932,1.35639905567373e-40,-5.91267707485249
"X-squared7340","small.world",0.00455555555555556,"betweenness",144.201836775747,3.16834321990987e-27,0.0104133314062139,0.00848191612150908,1.45715692512938e-37,-4.87830004279331
"X-squared7341","small.world",0.00455555555555556,"betweenness",147.929784870527,5.29799710276147e-28,0.0106511101475514,0.00866199187747088,2.40684018114152e-38,-5.24698089461014
"X-squared7342","small.world",0.00455555555555556,"betweenness",109.031443211252,6.02070368136056e-20,0.0101508322845195,0.00669373281531899,8.50134712838825e-30,-3.17318348569059
"X-squared7343","small.world",0.00455555555555556,"betweenness",209.408563306756,6.633642439728e-41,0.0124377787413375,0.0118850653510967,2.42000915864036e-52,-5.80268113234616
"X-squared7344","small.world",0.00455555555555556,"betweenness",66.478780984198,2.45965656851491e-11,0.00700666570310694,0.00410576887617973,1.47527278561937e-18,-3.96583670537554
"X-squared7345","small.world",0.00455555555555556,"betweenness",173.335184278787,2.57798114777498e-33,0.0120577758506583,0.0107760619380911,1.58546856747739e-47,-5.19108105213824
"X-squared7346","small.world",0.00455555555555556,"betweenness",162.299521905464,5.28407356896546e-31,0.0120733323697736,0.00865093613459174,2.68820097635829e-38,-6.28626479572271
"X-squared7347","small.world",0.00455555555555556,"betweenness",129.794010956968,3.12131344773353e-24,0.0101200019271195,0.00796655389279567,2.52171525527055e-35,-5.47462110125867
"X-squared7348","small.world",0.00455555555555556,"betweenness",132.249001250024,9.66669798283688e-25,0.0105200019271195,0.00839958085697737,3.31958531831763e-37,-5.68895991805815
"X-squared7349","small.world",0.00455555555555556,"betweenness",132.735449618,7.662271791011e-25,0.0100511101475514,0.00806417642257273,9.50006957304773e-36,-5.46968000292279
"X-squared7350","small.world",0.00455555555555556,"betweenness",89.6757618366301,5.41136388125577e-16,0.00830222029510276,0.00637256701397171,2.11005173071956e-28,-3.82508933652535
"X-squared7351","small.world",0.00455555555555556,"betweenness",135.29495372067,2.25463187835004e-25,0.00987999807288053,0.00866182469582776,2.41086734150197e-38,-5.04014912568724
"X-squared7352","small.world",0.00455555555555556,"betweenness",177.447634372735,3.53566224586508e-34,0.0115044454080042,0.00936672833027745,2.09322410221781e-41,-5.4328826262192
"X-squared7353","small.world",0.00455555555555556,"betweenness",158.989089435656,2.60200832700848e-30,0.0104955545919958,0.0104238229136562,5.36923339401975e-46,-5.73916357153814
"X-squared7354","small.world",0.00455555555555556,"betweenness",141.343673568921,1.24669876800539e-26,0.011517776814218,0.00736030053989143,1.08298116557686e-32,-6.75537531591496
"X-squared7355","small.world",0.00455555555555556,"betweenness",226.383627730739,1.72295523362182e-44,0.0130600009635597,0.014684334789991,1.68556033526593e-64,-6.0392708598306
"X-squared7356","small.world",0.00455555555555556,"betweenness",116.27953169566,1.9412640771606e-21,0.00936888696176943,0.00755809864647943,1.49828572417902e-33,-4.52857066159449
"X-squared7357","small.world",0.00455555555555556,"betweenness",183.65865296866,1.75423120580136e-35,0.012124442517325,0.0102956017483933,1.93539550471868e-45,-5.45568787169618
"X-squared7358","small.world",0.00455555555555556,"betweenness",173.712002836112,2.14907195864447e-33,0.0120066657031069,0.0109835424191319,1.99104628593853e-48,-6.66927799113932
"X-squared7359","small.world",0.00455555555555556,"betweenness",158.852276394081,2.77913667372989e-30,0.0112511101475514,0.00986473863937626,1.43874701305362e-43,-5.50791445697925
"X-squared7360","small.world",0.00455555555555556,"betweenness",106.348267480709,2.14013407016565e-19,0.00933999903644027,0.00623413268951581,8.42375515025578e-28,-5.38750108641165
"X-squared7361","small.world",0.00455555555555556,"betweenness",104.774747031347,4.49862463105069e-19,0.00845777585065831,0.00576334293242969,9.33511497574528e-26,-4.4458162424676
"X-squared7362","small.world",0.00455555555555556,"betweenness",141.64332254362,1.07997386624377e-26,0.0097622212586625,0.00742805299008831,5.50016541873845e-33,-5.38164377808314
"X-squared7363","small.world",0.00455555555555556,"betweenness",181.025883617685,6.26876242637923e-35,0.0122955545919958,0.0109192474810248,3.78713445810589e-48,-6.58168449276601
"X-squared7364","small.world",0.00455555555555556,"betweenness",163.654644063747,2.75046791574932e-31,0.0114311130382306,0.00962409005117801,1.59627596418345e-42,-5.78269124547219
"X-squared7365","small.world",0.00455555555555556,"betweenness",129.930569073169,2.92437334561354e-24,0.00936638880363475,0.0076681467642794,4.98496069636997e-34,-5.48612837872397
"X-squared7366","small.world",0.00455555555555556,"betweenness",163.538961434036,2.90815029431849e-31,0.0114133314062139,0.010201869915599,4.94130777893449e-45,-5.14175816498196
"X-squared7367","small.world",0.00455555555555556,"betweenness",190.051794464038,7.94206282900821e-37,0.0129422241493417,0.0113381501946197,5.74168489805948e-50,-7.37440168120447
"X-squared7368","small.world",0.00455555555555556,"betweenness",158.573372351082,3.17843115116439e-30,0.0118799980728805,0.00848445203914301,1.42066923003643e-37,-4.6110065070156
"X-squared7369","small.world",0.00455555555555556,"betweenness",151.208825065385,1.09712177760738e-28,0.010875557482675,0.00978609328147264,3.15890732324189e-43,-5.92651312064654
"X-squared7370","small.world",0.00455555555555556,"betweenness",135.60660030519,1.94247415855786e-25,0.0110533352604528,0.00895490337883274,1.28631924105384e-39,-6.33339399686451
"X-squared7371","small.world",0.00455555555555556,"betweenness",115.265360377242,3.14120395630743e-21,0.00987555748267503,0.00672312479528802,6.33636231822948e-30,-5.05007579391554
"X-squared7372","small.world",0.00455555555555556,"betweenness",110.939937914377,2.44013114288354e-20,0.00985777585065831,0.00726100449589308,2.92319739904616e-32,-3.69509920452076
"X-squared7373","small.world",0.00455555555555556,"betweenness",174.303873628481,1.61475999062236e-33,0.0118977797048973,0.0112520712273603,1.35792429899981e-49,-7.02559031250709
"X-squared7374","small.world",0.00455555555555556,"betweenness",115.882776785433,2.34349314289259e-21,0.0100955545919958,0.00691600911728658,9.20776094988771e-31,-5.38055504488518
"X-squared7375","small.world",0.00455555555555556,"betweenness",102.857308948648,1.11135750603627e-18,0.00806194339563058,0.00576302501273285,9.36484037138311e-26,-4.23807836795572
"X-squared7376","small.world",0.00455555555555556,"betweenness",131.089753000852,1.68155666772172e-24,0.0108288879253292,0.00849853933138337,1.23399284462578e-37,-6.15968879507691
"X-squared7377","small.world",0.00455555555555556,"betweenness",129.923455313874,2.93431902082696e-24,0.0101466647395472,0.00795470442783653,2.83894917933272e-35,-4.88222812549101
"X-squared7378","small.world",0.00455555555555556,"betweenness",125.740975709581,2.15658257453736e-23,0.0100288879253292,0.00766456878002988,5.16655107020826e-34,-5.60726829155959
"X-squared7379","small.world",0.00455555555555556,"betweenness",88.9778611715804,7.49734113964569e-16,0.00825777585065831,0.00535880393184347,5.33347456107346e-24,-3.99938731107578
"X-squared7380","small.world",0.00455555555555556,"betweenness",158.963830856027,2.63383850988692e-30,0.0124799980728805,0.00854320622641606,7.89453911839705e-38,-3.46049560346377
"X-squared7381","small.world",0.00455555555555556,"betweenness",68.6620434251303,9.0699770560888e-12,0.0069466647395472,0.00472286318064732,3.08223550308806e-21,-3.48530532353363
"X-squared7382","small.world",0.00455555555555556,"betweenness",161.501601852083,7.7605775188732e-31,0.0120955545919958,0.00855887748393868,6.74943430284806e-38,-6.64010005088026
"X-squared7383","small.world",0.00455555555555556,"betweenness",133.280926333536,5.90432864991372e-25,0.0105422241493417,0.00834179024210031,5.91650569128589e-37,-5.10516871896896
"X-squared7384","small.world",0.00455555555555556,"betweenness",165.034800754822,1.41421763071427e-31,0.0106355536284361,0.00944807571172159,9.27958465260441e-42,-5.21078667941701
"X-squared7385","small.world",0.00455555555555556,"betweenness",190.692172258224,5.82389062193712e-37,0.0124355536284361,0.0119137267984415,1.81694560321715e-52,-5.24507978266174
"X-squared7386","small.world",0.00455555555555556,"betweenness",140.929740157536,1.52012653911e-26,0.0107399990364403,0.0107018142616618,3.33128046498699e-47,-5.76438239061291
"X-squared7387","small.world",0.00455555555555556,"betweenness",121.742579099306,1.44742136145522e-22,0.0100619433956306,0.00676175450157433,4.30599300334073e-30,-3.46054642048065
"X-squared7388","small.world",0.00455555555555556,"betweenness",102.218758432808,1.50162248425185e-18,0.00976444637156392,0.00648237860605374,7.03699784179152e-29,-5.27834864942933
"X-squared7389","small.world",0.00455555555555556,"betweenness",141.062523446021,1.42644676310969e-26,0.0112088908160084,0.00833493371660742,6.33640311036814e-37,-6.53212205419542
"X-squared7390","small.world",0.00455555555555556,"betweenness",160.883622352921,1.045091475867e-30,0.0108288879253292,0.00900517954037447,7.78040439800245e-40,-5.46488959543381
"X-squared7391","small.world",0.00455555555555556,"betweenness",227.387619050018,1.05675469961065e-44,0.0132955545919958,0.0145730511022073,5.1291242317266e-64,-7.12213759256891
"X-squared7392","small.world",0.00455555555555556,"betweenness",107.339634095489,1.33976071163671e-19,0.010324442517325,0.00723945805773577,3.62604454974143e-32,-3.11717039104655
"X-squared7393","small.world",0.00455555555555556,"betweenness",141.904035838897,9.5315107739309e-27,0.0104397211734084,0.00781917304916543,1.10093813919329e-34,-4.67056009819007
"X-squared7394","small.world",0.00455555555555556,"betweenness",157.964717746048,4.26023997242068e-30,0.0116511101475514,0.00788744734957398,5.56226143816532e-35,-6.16551082355892
"X-squared7395","small.world",0.00455555555555556,"betweenness",168.578156050499,2.56110869002918e-32,0.0120288879253292,0.00936983527527422,2.02918870409046e-41,-6.35196100806566
"X-squared7396","small.world",0.00455555555555556,"betweenness",136.866725281129,1.06314948629286e-25,0.0108577758506583,0.00800358425224095,1.74130656763688e-35,-4.15406879165134
"X-squared7397","small.world",0.00455555555555556,"betweenness",169.968472899691,1.3094770247203e-32,0.011917776814218,0.00923323745802657,7.95351709315508e-41,-6.30045348834661
"X-squared7398","small.world",0.00455555555555556,"betweenness",161.577569987143,7.48174338757136e-31,0.0105622212586625,0.00837162335255677,4.39037618698537e-37,-5.57215093364908
"X-squared7399","small.world",0.00455555555555556,"betweenness",155.503454698332,1.39217770924947e-29,0.0119866685937861,0.0102818124042841,2.22154998097471e-45,-6.88206668761298
"X-squared7400","small.world",0.00455555555555556,"closeness",39027.5671580716,0,0.162747100291935,0.893149102847327,0,-86.3243383888645
"X-squared7401","small.world",0.00455555555555556,"closeness",45712.3312439073,0,0.165724878069712,0.914571955949631,0,-86.0816102140435
"X-squared7402","small.world",0.00455555555555556,"closeness",43739.2642256717,0,0.161658211403046,0.895129386634254,0,-86.2969852851583
"X-squared7403","small.world",0.00455555555555556,"closeness",49989.1957554894,0,0.170157497987626,0.927027664405741,0,-86.7554365777419
"X-squared7404","small.world",0.00455555555555556,"closeness",46618.3346145304,0,0.164924878069712,0.915317213413542,0,-86.1821810281479
"X-squared7405","small.world",0.00455555555555556,"closeness",46127.2664964314,0,0.162613766958601,0.902797669955511,0,-86.2545357325749
"X-squared7406","small.world",0.00455555555555556,"closeness",43887.4166658595,0,0.166547100291935,0.913300808568524,0,-86.1522653948991
"X-squared7407","small.world",0.00455555555555556,"closeness",45659.9276440914,0,0.166347100291935,0.916634080504746,0,-85.542834750635
"X-squared7408","small.world",0.00455555555555556,"closeness",43344.5856348394,0,0.16630265584749,0.908793106444963,0,-86.0141486307266
"X-squared7409","small.world",0.00455555555555556,"closeness",41964.2883850826,0,0.163613766958601,0.907186664252722,0,-85.3405952575887
"X-squared7410","small.world",0.00455555555555556,"closeness",40394.5295894947,0,0.165535275765404,0.900143539256804,0,-87.2193626200132
"X-squared7411","small.world",0.00455555555555556,"closeness",45555.3470609521,0,0.166124878069712,0.916498331056538,0,-86.0822692872533
"X-squared7412","small.world",0.00455555555555556,"closeness",46412.6509766221,0,0.165458211403046,0.918705091864963,0,-85.7269513136748
"X-squared7413","small.world",0.00455555555555556,"closeness",49452.0317489641,0,0.166680433625268,0.925217692900982,0,-85.7223736378729
"X-squared7414","small.world",0.00455555555555556,"closeness",47230.1310162989,0,0.166147100291935,0.91942353193062,0,-85.7331017542801
"X-squared7415","small.world",0.00455555555555556,"closeness",44249.24348589,0,0.165413766958601,0.911081885829332,0,-86.3322558614831
"X-squared7416","small.world",0.00455555555555556,"closeness",42773.9306742411,0,0.162747100291935,0.899137628603791,0,-86.0260361561652
"X-squared7417","small.world",0.00455555555555556,"closeness",46727.2218094402,0,0.165480433625268,0.915958075766937,0,-85.7530970102344
"X-squared7418","small.world",0.00455555555555556,"closeness",42721.7661522774,0,0.163947100291935,0.906418030641848,0,-86.2138776348769
"X-squared7419","small.world",0.00455555555555556,"closeness",44447.7727980378,0,0.164757497987626,0.913623874413896,0,-86.7979402252252
"X-squared7420","small.world",0.00455555555555556,"closeness",42096.6816114754,0,0.164324878069712,0.91120939498058,0,-85.5005448309477
"X-squared7421","small.world",0.00455555555555556,"closeness",44792.7631630003,0,0.167791544736379,0.918964092395943,0,-85.6277054450935
"X-squared7422","small.world",0.00455555555555556,"closeness",46030.4923436579,0,0.163258211403046,0.911277541709699,0,-86.6098687955238
"X-squared7423","small.world",0.00455555555555556,"closeness",45457.8986542212,0,0.163635989180823,0.908765964708491,0,-86.0634853226827
"X-squared7424","small.world",0.00455555555555556,"closeness",45287.248652628,0,0.163124878069712,0.903767647798589,0,-86.3618137438295
"X-squared7425","small.world",0.00455555555555556,"closeness",47854.0370659433,0,0.164747100291935,0.914434071559802,0,-86.3318124136012
"X-squared7426","small.world",0.00455555555555556,"closeness",42964.0847294447,0,0.165258211403046,0.901682434227529,0,-85.7928689142139
"X-squared7427","small.world",0.00455555555555556,"closeness",43854.8951580841,0,0.167191544736379,0.918564050062814,0,-85.7655406605998
"X-squared7428","small.world",0.00455555555555556,"closeness",48672.8911660814,0,0.164969322514157,0.914364425857837,0,-86.059214002979
"X-squared7429","small.world",0.00455555555555556,"closeness",51947.4929164514,0,0.165924878069712,0.925176788752682,0,-85.7591532813325
"X-squared7430","small.world",0.00455555555555556,"closeness",45368.5970723631,0,0.166347100291935,0.912199058923274,0,-85.802412585206
"X-squared7431","small.world",0.00455555555555556,"closeness",48758.4257111902,0,0.165835989180823,0.919888117620816,0,-85.6844583830845
"X-squared7432","small.world",0.00455555555555556,"closeness",46784.5828421196,0,0.167347100291935,0.923178326810411,0,-85.7663243287049
"X-squared7433","small.world",0.00455555555555556,"closeness",43069.6277835807,0,0.165124878069712,0.906659170810805,0,-85.8540511047241
"X-squared7434","small.world",0.00455555555555556,"closeness",36819.6778101435,0,0.161157497987626,0.888616951487073,0,-87.4682180394128
"X-squared7435","small.world",0.00455555555555556,"closeness",41870.8805679187,0,0.161969322514157,0.897976278251831,0,-86.4859196916041
"X-squared7436","small.world",0.00455555555555556,"closeness",45137.6954540605,0,0.163147100291935,0.903833502889857,0,-85.7176390207467
"X-squared7437","small.world",0.00455555555555556,"closeness",45197.7961986388,0,0.164569322514157,0.908946535534644,0,-86.2425823765794
"X-squared7438","small.world",0.00455555555555556,"closeness",45445.2057247872,0,0.166658211403046,0.919556179154539,0,-85.5834591262363
"X-squared7439","small.world",0.00455555555555556,"closeness",41131.9167338812,0,0.163635989180823,0.901171620034593,0,-86.2255430170703
"X-squared7440","small.world",0.00455555555555556,"closeness",44605.1221535752,0,0.165924878069712,0.913682673275833,0,-86.1507931866988
"X-squared7441","small.world",0.00455555555555556,"closeness",42042.6099140753,0,0.164124878069712,0.902406530095762,0,-85.5753847482063
"X-squared7442","small.world",0.00455555555555556,"closeness",40224.2306524379,0,0.159413766958601,0.882270257892171,0,-86.5374691700329
"X-squared7443","small.world",0.00455555555555556,"closeness",42135.9706700929,0,0.161324878069712,0.904927184377956,0,-86.8019000263857
"X-squared7444","small.world",0.00455555555555556,"closeness",38641.3179928496,0,0.159547100291935,0.892396638729525,0,-86.7818795923843
"X-squared7445","small.world",0.00455555555555556,"closeness",43807.3754357542,0,0.163191544736379,0.909249374151779,0,-86.6759758094592
"X-squared7446","small.world",0.00455555555555556,"closeness",48469.5943447786,0,0.165524878069712,0.924562919831931,0,-85.4576015208159
"X-squared7447","small.world",0.00455555555555556,"closeness",44414.3420428392,0,0.165280433625268,0.911495613780992,0,-85.8026041730174
"X-squared7448","small.world",0.00455555555555556,"closeness",40263.1336120615,0,0.166435989180823,0.907389382887093,0,-86.1265188206118
"X-squared7449","small.world",0.00455555555555556,"closeness",46286.0011691607,0,0.162280433625268,0.905053864173032,0,-86.1523907128064
"X-squared7450","small.world",0.00455555555555556,"closeness",45939.2969385568,0,0.163013766958601,0.903651831259673,0,-86.6637672469253
"X-squared7451","small.world",0.00455555555555556,"closeness",47900.8937567267,0,0.165135275765404,0.922543598819773,0,-86.645576909347
"X-squared7452","small.world",0.00455555555555556,"closeness",47150.8026724832,0,0.165147100291935,0.920087923384156,0,-86.4859836553043
"X-squared7453","small.world",0.00455555555555556,"closeness",42954.0116457455,0,0.164124878069712,0.907636180037817,0,-86.4290107620148
"X-squared7454","small.world",0.00455555555555556,"closeness",41997.1605508437,0,0.16430265584749,0.900823356531318,0,-85.9406767034256
"X-squared7455","small.world",0.00455555555555556,"closeness",48566.5888395825,0,0.165835989180823,0.920758983095594,0,-85.8916783980664
"X-squared7456","small.world",0.00455555555555556,"closeness",49579.7254856185,0,0.166235989180823,0.922024411379076,0,-86.4334410697079
"X-squared7457","small.world",0.00455555555555556,"closeness",47717.4181280599,0,0.162213766958601,0.915574672963548,0,-86.5984017705716
"X-squared7458","small.world",0.00455555555555556,"closeness",44323.4595720321,0,0.166635989180823,0.911912943688002,0,-85.9063512810603
"X-squared7459","small.world",0.00455555555555556,"closeness",44955.5495252548,0,0.166058211403046,0.913370555032852,0,-85.6784898266008
"X-squared7460","small.world",0.00455555555555556,"closeness",42755.8929177203,0,0.163324878069712,0.902199111669029,0,-86.0707123721236
"X-squared7461","small.world",0.00455555555555556,"closeness",47825.1763865666,0,0.16250265584749,0.910283604226763,0,-86.5391431424367
"X-squared7462","small.world",0.00455555555555556,"closeness",46666.0728102095,0,0.162058211403046,0.902213123521398,0,-86.331443509416
"X-squared7463","small.world",0.00455555555555556,"closeness",47120.5427714074,0,0.165991544736379,0.916733458782178,0,-85.9228684561807
"X-squared7464","small.world",0.00455555555555556,"closeness",50669.147040591,0,0.166991544736379,0.929659042283509,0,-85.6265161713886
"X-squared7465","small.world",0.00455555555555556,"closeness",46040.9220003504,0,0.162435989180823,0.901271249623612,0,-86.4601046377619
"X-squared7466","small.world",0.00455555555555556,"closeness",43343.6091794334,0,0.164524878069712,0.909617518655821,0,-86.3889929817275
"X-squared7467","small.world",0.00455555555555556,"closeness",45052.958201666,0,0.164413766958601,0.909734374903809,0,-85.5540741696557
"X-squared7468","small.world",0.00455555555555556,"closeness",50742.8044642094,0,0.167591544736379,0.933434617819193,0,-86.0539688551401
"X-squared7469","small.world",0.00455555555555556,"closeness",43639.9751299195,0,0.163213766958601,0.900883135513579,0,-86.0160297059871
"X-squared7470","small.world",0.00455555555555556,"closeness",47474.3936307899,0,0.167591544736379,0.929035383072274,0,-85.9079035088465
"X-squared7471","small.world",0.00455555555555556,"closeness",40215.4133863213,0,0.164569322514157,0.89855198314275,0,-86.019752064555
"X-squared7472","small.world",0.00455555555555556,"closeness",42481.5937467547,0,0.161801942432071,0.903209876200226,0,-86.855944981931
"X-squared7473","small.world",0.00455555555555556,"closeness",43601.2690431982,0,0.164680433625268,0.907197700424519,0,-86.1375482576298
"X-squared7474","small.world",0.00455555555555556,"closeness",49136.7362225605,0,0.167369322514157,0.931189961857018,0,-85.7648461827001
"X-squared7475","small.world",0.00455555555555556,"closeness",42419.7247792597,0,0.162791544736379,0.903830128503574,0,-86.6847294225203
"X-squared7476","small.world",0.00455555555555556,"closeness",41343.7474218287,0,0.165547100291935,0.904006137383463,0,-86.0180808079419
"X-squared7477","small.world",0.00455555555555556,"closeness",41021.5937281068,0,0.162435989180823,0.897380226886336,0,-86.3338348405673
"X-squared7478","small.world",0.00455555555555556,"closeness",48898.7247779072,0,0.167280433625268,0.923226340311258,0,-86.261334802323
"X-squared7479","small.world",0.00455555555555556,"closeness",45576.4986701896,0,0.15950265584749,0.900673002301471,0,-86.7043110931513
"X-squared7480","small.world",0.00455555555555556,"closeness",43344.8805266301,0,0.164113053543182,0.909639981507702,0,-86.9307540102697
"X-squared7481","small.world",0.00455555555555556,"closeness",43514.5670470975,0,0.158935275765404,0.889235645434701,0,-86.8336638457854
"X-squared7482","small.world",0.00455555555555556,"closeness",47483.0368654868,0,0.165480433625268,0.917458331029714,0,-85.8150771605433
"X-squared7483","small.world",0.00455555555555556,"closeness",51809.9345673007,0,0.166191544736379,0.930733743702066,0,-85.5990176366817
"X-squared7484","small.world",0.00455555555555556,"closeness",42053.8328808541,0,0.161791544736379,0.906286208154764,0,-86.7169843316321
"X-squared7485","small.world",0.00455555555555556,"closeness",47962.2743840449,0,0.164880433625268,0.918378051548879,0,-86.4310622510589
"X-squared7486","small.world",0.00455555555555556,"closeness",41119.2558939772,0,0.162435989180823,0.902778983370843,0,-86.7246733887726
"X-squared7487","small.world",0.00455555555555556,"closeness",49863.6247232419,0,0.165724878069712,0.923998592036814,0,-86.4983350907986
"X-squared7488","small.world",0.00455555555555556,"closeness",50302.7568446286,0,0.166835989180823,0.925960560890818,0,-85.9603248785674
"X-squared7489","small.world",0.00455555555555556,"closeness",44973.6439622226,0,0.164480433625268,0.904844374741918,0,-86.0371935292955
"X-squared7490","small.world",0.00455555555555556,"closeness",45693.6427905,0,0.16710265584749,0.923524409207464,0,-85.7451181165633
"X-squared7491","small.world",0.00455555555555556,"closeness",45698.8839030762,0,0.166147100291935,0.918861998724335,0,-86.3230805676483
"X-squared7492","small.world",0.00455555555555556,"closeness",43518.7377690014,0,0.165924878069712,0.910873034297344,0,-86.0003859613045
"X-squared7493","small.world",0.00455555555555556,"closeness",42967.6337709862,0,0.164357497987626,0.908513800779288,0,-86.8322227198061
"X-squared7494","small.world",0.00455555555555556,"closeness",47201.7514806405,0,0.167991544736379,0.925526234615331,0,-85.8985506095855
"X-squared7495","small.world",0.00455555555555556,"closeness",45279.151661108,0,0.164280433625268,0.905933011194298,0,-86.0801380423125
"X-squared7496","small.world",0.00455555555555556,"closeness",46656.4050706807,0,0.16590265584749,0.920121832901639,0,-86.3868321837663
"X-squared7497","small.world",0.00455555555555556,"closeness",49156.5521621193,0,0.16310265584749,0.907166730443968,0,-86.3191623285941
"X-squared7498","small.world",0.00455555555555556,"closeness",51439.436651135,0,0.166947100291935,0.933805798294522,0,-85.7085409288292
"X-squared7499","small.world",0.00455555555555556,"closeness",45840.0109614659,0,0.165769322514157,0.918317802022689,0,-85.5227170050601
"X-squared7500","small.world",0.00455555555555556,"clustering",113344.284598619,0,0.18661182452653,0.957841182857758,0,-83.9911502609072
"X-squared7501","small.world",0.00455555555555556,"clustering",112945.461371564,0,0.186278491193197,0.956772345270777,0,-84.0099938427235
"X-squared7502","small.world",0.00455555555555556,"clustering",113338.709985348,0,0.186634046748753,0.956631341527149,0,-84.0036070142166
"X-squared7503","small.world",0.00455555555555556,"clustering",114108.488953232,0,0.187278491193197,0.958514774456608,0,-83.9935331329933
"X-squared7504","small.world",0.00455555555555556,"clustering",112202.592652005,0,0.185634046748753,0.956208595204995,0,-84.0110197168953
"X-squared7505","small.world",0.00455555555555556,"clustering",112276.149104125,0,0.185700713415419,0.955513521510359,0,-84.0093600353144
"X-squared7506","small.world",0.00455555555555556,"clustering",112656.072476559,0,0.186034046748753,0.956540580129567,0,-84.0094026954285
"X-squared7507","small.world",0.00455555555555556,"clustering",110401.852658667,0,0.184078491193197,0.952885975635374,0,-84.0478272696044
"X-squared7508","small.world",0.00455555555555556,"clustering",111948.100095523,0,0.18541182452653,0.953501484223986,0,-84.0279578136163
"X-squared7509","small.world",0.00455555555555556,"clustering",109103.939564762,0,0.182945157859864,0.948859117145448,0,-84.0658989064994
"X-squared7510","small.world",0.00455555555555556,"clustering",115455.235910311,0,0.18841182452653,0.961088591683643,0,-83.9656699842015
"X-squared7511","small.world",0.00455555555555556,"clustering",112442.944042077,0,0.185856268970975,0.954744943917519,0,-84.0226029535832
"X-squared7512","small.world",0.00455555555555556,"clustering",111447.626569479,0,0.184989602304308,0.953934715499446,0,-84.0447923072032
"X-squared7513","small.world",0.00455555555555556,"clustering",111225.255963799,0,0.184767380082086,0.954503212515458,0,-84.0435734468011
"X-squared7514","small.world",0.00455555555555556,"clustering",110809.724989397,0,0.184434046748753,0.952622149718271,0,-84.0445200950467
"X-squared7515","small.world",0.00455555555555556,"clustering",113656.318894101,0,0.186878491193197,0.957555465180469,0,-84.0023962795505
"X-squared7516","small.world",0.00455555555555556,"clustering",111263.564186416,0,0.184834046748753,0.952422413641912,0,-84.0455561263885
"X-squared7517","small.world",0.00455555555555556,"clustering",111256.121544655,0,0.184834046748753,0.952390197289028,0,-84.0477805466223
"X-squared7518","small.world",0.00455555555555556,"clustering",112931.168121629,0,0.186256268970975,0.956239167749085,0,-84.0145564434954
"X-squared7519","small.world",0.00455555555555556,"clustering",114642.400510005,0,0.187722935637642,0.959515912839151,0,-83.9836664580384
"X-squared7520","small.world",0.00455555555555556,"clustering",111311.623025649,0,0.184878491193197,0.952395310041547,0,-84.0396832506844
"X-squared7521","small.world",0.00455555555555556,"clustering",111372.656683567,0,0.184922935637642,0.952354184530869,0,-84.0348464063222
"X-squared7522","small.world",0.00455555555555556,"clustering",113303.020121537,0,0.186567380082086,0.956106991056529,0,-84.0148266242178
"X-squared7523","small.world",0.00455555555555556,"clustering",111079.603221188,0,0.184678491193197,0.95349038792656,0,-84.0319312985272
"X-squared7524","small.world",0.00455555555555556,"clustering",112972.191737048,0,0.186300713415419,0.957306464816268,0,-83.9993369399413
"X-squared7525","small.world",0.00455555555555556,"clustering",113090.191385058,0,0.18641182452653,0.956329513191661,0,-84.0036943658787
